ID,OXACILINA,AMIKACINA,AMOXI/CLAV,CIPROFLOXACINO,CLINDAMICINA,ERITROMICINA,LEVOFLOXACINO,PENICILINA,TOBRAMICINA
1081,0.5459472050541845,0.5196603570391973,0.5503808628823735,0.5452403755488806,0.48408551113186565,0.5214850660201736,0.5761058900123001,0.5282330486361929,0.5250261730946173
1154,0.4900200503512859,0.47133726042331403,0.48788307579212387,0.489751086513146,0.4639022408059212,0.48744707809231874,0.46018949203564474,0.5976120288801274,0.46672265547001657
1225,0.4583638260974855,0.42886555681365807,0.4526654934135523,0.4471750411443894,0.45802068016212716,0.44165100840457455,0.444423284429512,0.6268175622533839,0.43282812436955503
124,0.4700451453055495,0.4731836811624178,0.4787253993094055,0.4569900399758532,0.49539078861410923,0.5078495207031034,0.46418052830583373,0.49533577771771714,0.4703960371796759
1246,0.4885651318615094,0.45498441831029324,0.48210697726821866,0.4958887928533271,0.44305255300997237,0.5002539786857688,0.45910320200886395,0.554814404494425,0.4363266497299589
1253,0.493887492610649,0.48692431786239687,0.4983036099694857,0.4921729792022701,0.44962808562131096,0.5093173297470351,0.4675373750285617,0.5472062048823301,0.4895727803393365
1254,0.45098820215835683,0.42901410480708224,0.4564812078728145,0.4547605644591382,0.4572934045867371,0.46776819290660726,0.4416374904494585,0.5926732478209887,0.4209556098336691
1278,0.5260669072827543,0.47029129150606175,0.5352910954199388,0.496669848662182,0.44535032530390667,0.44352416709295134,0.4907144104511832,0.5315245009209113,0.4590439576351134
1299,0.4838716100049164,0.451736311934685,0.4798300165042562,0.49973074346553686,0.4928145022017532,0.5033835201686129,0.5054371916389018,0.6110266961875747,0.45269355481870727
1324,0.47476565417417377,0.4831458456539632,0.4671001905095857,0.4347992469796238,0.43763324144851173,0.4840710737337484,0.44440523129171067,0.5352662551414749,0.4899512034166228
1370,0.4849074413732509,0.4505058793577499,0.4812002888300484,0.4561966303278641,0.46843955144947724,0.47457505032970854,0.44071765902623566,0.5641046384128532,0.44701392784494653
1465,0.4516495360044033,0.4789685875596122,0.45961055759467717,0.44916990077630015,0.5087568185397354,0.5117722912129081,0.4416180895043965,0.47599805521723243,0.46354757537971075
1673,0.4929003688082132,0.4473076583545672,0.4928035891948707,0.48422662490293594,0.4279924879298022,0.46554479747949734,0.5016948472580395,0.6026401696081108,0.4641203345986714
1678,0.4923974810440778,0.46407315731097243,0.47697836827792434,0.47974912754364946,0.503425935150426,0.4823746164192792,0.4669357980623488,0.6066549532070854,0.4667956881359674
1729,0.4624281415347213,0.46915852665587154,0.4649451866187093,0.4532344332642178,0.46813606404422264,0.46478912346147727,0.4353815799101553,0.5219714681997198,0.45335949942290193
1738,0.5282745922920612,0.5191344158837745,0.5181057962952147,0.5272856803598784,0.43998217156531316,0.5119558544024613,0.5412918280947048,0.564430104535185,0.5283913949979716
1774,0.497707301532356,0.48252622270309947,0.5059040654533181,0.5134464274717933,0.4851359396749218,0.5086041834152936,0.5252963277834122,0.5430825997465484,0.5002268091213207
1807,0.5345849730974706,0.53340574217511,0.5309642416382767,0.5399915619507631,0.4423542173364879,0.5268744012156403,0.5342825663195228,0.5819128524272658,0.5408263553724496
1811,0.5068305424985164,0.47740614002560827,0.5017193681275157,0.5034332595429877,0.49603414030245063,0.5159196320010949,0.49061496741783084,0.5086766092737943,0.4722166042106073
1828,0.47347824080082923,0.4491122419836905,0.46833555535213445,0.434570392069857,0.4951014755585606,0.48197055782371634,0.45768437203821155,0.5551301153536424,0.4353299215345416
1843,0.5003141030173694,0.4905866615286251,0.5055751153018172,0.49690542196699133,0.4981708847470307,0.497906554633925,0.4815231257122172,0.5803116270062747,0.4805983686210044
1851,0.49668953042356323,0.49068360865676186,0.4954991498314521,0.5147508502415897,0.4607566515753304,0.47953255672762957,0.5199284743008151,0.5797462770180231,0.49886765207726663
1873,0.5018492776877428,0.4730191447592302,0.49897177432249873,0.495055592309023,0.4402317885771487,0.49864124904547663,0.4980093025150687,0.6027038304387133,0.48393732261858213
1874,0.5366265923006863,0.5092246669070278,0.5333221483394562,0.5331345099313622,0.4681190458819051,0.5119010330456084,0.528816679167714,0.5520156580272164,0.515573327518839
1875,0.44646261944228166,0.4104010437992187,0.4505097085703638,0.4630419792322627,0.4578344799827716,0.46652340491226035,0.4412661330612216,0.6085701581431641,0.40789737098285844
1877,0.5288005067141408,0.5531331982988307,0.5286176193857668,0.5427215678468184,0.4795770077351671,0.5271037352467057,0.5595800743159814,0.54563965794048,0.556645062990987
