ID,OXACILINA,AMIKACINA,AMOXI/CLAV,CIPROFLOXACINO,CLINDAMICINA,ERITROMICINA,LEVOFLOXACINO,PENICILINA,TOBRAMICINA
3383,19.10019536342885,14.772357543254216,19.460162255243823,15.06115445468354,17.551164956166783,19.42001082598781,15.298749533747491,82.02847164983953,15.067359576534644
2048,20.212876915984623,15.239437824814754,19.066020285043802,16.188144876577965,16.111820431839735,18.422865885671367,15.367453158424748,79.52218383658789,15.149251192643943
4534,18.18614111692586,15.23164284578534,17.91332222278047,14.007815685565411,16.1411805966384,18.892817574876084,13.541550208847445,74.999077582904,14.568914686846195
2720,21.842409401403543,14.514155630516061,21.688977661939106,15.373472063404773,16.517121987055315,19.100681537282778,15.293592069683562,93.75681673770944,15.154667629679837
4686,16.274309559160162,14.366718851836605,15.76797570295454,13.470433341507453,14.125268181880942,16.929308178133805,13.991897575612555,86.41304529124349,14.080583853155783
2010,20.082591315128806,14.512722833168452,19.745705471443163,15.9714778708758,16.103568286418408,19.659543865791406,16.1778104885146,86.6159789603818,15.06694293343518
3696,18.967641381308624,14.635920695167114,18.708437300019817,15.424028834567215,14.779564965361844,17.41919633508199,15.375508615444046,86.76986074906605,13.729009625882737
798,18.509031033108144,13.856306347618752,18.293908653442468,15.201839256666887,13.993353937830358,17.9354128943447,15.003290637578218,80.74046383214409,14.121734846671535
4025,18.685773969907583,15.925414795385617,19.48300661350328,16.897653810391983,15.632062189512293,19.583771130582484,15.729050166306319,81.67099899148477,15.923320392786836
4587,17.394002559701015,13.274126083122441,16.51664210552894,14.492233423713293,16.14396256393809,17.62226061711649,12.936292355588638,88.42732082001443,13.90108768502953
3543,22.397701948046336,18.64402224545448,22.612245853381097,20.199251659982664,16.50077266300868,20.584934189821965,20.388096050996726,87.42118764329955,19.231693226640065
1958,17.97030802919302,14.043948143214731,18.095939729416486,14.353158931250906,15.270962333185302,17.650875963009504,14.522179961463637,80.28438570382119,13.979751150630353
1154,18.862808146365097,14.307651061447105,19.314148411637046,15.120248438598182,15.615033850558051,17.840540880320084,14.944327170614555,87.0918892938695,14.462178495360492
2079,19.787815786007034,15.412831408555434,19.84206112651272,14.798262925481959,15.675611324712126,18.415231370707836,14.514261278281806,88.15716243232747,15.381966465827428
1828,19.330702531968978,15.164609443969304,18.629755901117147,15.358738185192273,17.64680670594765,18.906588882243373,14.816400175723253,87.5880852615891,14.966832058485748
2866,21.945172208728316,16.69158104105532,22.840198351568866,19.11259202577903,16.110874606326554,19.444756682783698,20.253753634023045,90.59144771078418,17.35159688992028
223,19.68357681314369,14.852706499440378,19.901947992056957,16.147097191643045,15.047554583576973,18.576165083738115,16.31144138507404,87.13389706938638,14.696401111983374
2803,18.597625526852447,14.779408482800191,18.565292286362702,15.59951683644088,16.092745279802372,18.780148560912703,15.735755022865291,85.30170255623445,15.282898196462222
1980,17.746478083259753,13.050797305179955,17.4660713603882,14.124690031799382,17.11812577820404,17.71193900442745,13.924804111041995,97.12415183747092,14.680382412669207
1902,19.58556493293015,14.986004557361753,19.779556333680908,16.41141024223743,16.88566201754605,19.95944940458366,16.432788453363948,85.16284603891043,15.370105404236938
1807,22.522208250555927,18.72619890839455,22.74898407482559,19.200396324498612,15.84155614188542,21.295557760766886,20.410353083359407,87.79150300105469,18.94762647715448
2273,22.141157015328172,17.672985389257242,21.974622674199757,18.262018865766077,15.449110563610121,20.270127551177573,20.646421803782644,84.89140741263117,18.19106105797008
703,21.316393093787237,17.219030426036134,21.24585201658684,17.909551613116054,14.898563865667308,18.699509529178613,19.492908360119745,82.51832681971125,17.198972106016225
330,19.47296104460989,14.40543312344702,18.881043817139062,15.831919136356419,17.09491689426617,19.42701075052258,15.181793922214903,82.90998067981545,15.064873831993816
225,18.29869762560757,15.989614285672014,18.081020546283103,15.090058370179946,17.230360562353855,18.827752328110616,15.543452733480246,76.93367964046367,14.963497540849994
413,18.466064166794848,14.43098383781188,17.49443251660499,16.424230730800726,15.755273714553372,18.391063060665914,15.371372248249063,85.90379411030186,14.20643855710285
1370,17.624471065382547,12.854830946805336,17.354584838468327,13.849265853002635,14.348444682310792,17.185794293075787,13.53465780528729,89.83118940877684,13.107465519538948
1952,19.546646082341685,16.282275073994324,20.047366125239463,17.203719295692125,15.470090947091345,17.85511578685935,18.432272551827115,86.65426858885068,17.029280883280084
3702,19.956350711513746,18.010582703989336,20.280014899304792,17.85901855764267,15.112318596197843,19.49794123824355,19.729007910452058,85.37815953248491,18.419263440240606
788,20.19522407127849,14.40309496193313,20.235622556955718,15.853730478165538,15.010540938325718,18.059988860511563,14.229400932558459,80.96503721102908,14.036969177112463
1253,20.11948319059169,16.772202659732862,20.792992134424313,16.801197747132772,16.279485915690003,19.426290680077788,17.42641522843026,86.05687948064528,16.907763599658107
2491,17.759722653744777,14.638326822570422,17.859911607559035,15.188083452073453,14.899182134301622,18.040650218330537,14.833110783276972,92.4189361923827,14.737062820432511
1954,20.863757944994962,16.502510684595915,20.86939521287693,17.33985208576961,16.23690025354079,20.588478797816315,18.040135151811405,89.07200912711268,16.64528518807397
591,19.057319758707084,14.034634040885535,19.755538481287683,16.52452881847868,15.624801099707355,19.126094381791965,16.616662815818906,84.7830065688375,14.250458365271527
579,19.560133447593447,14.15703518869469,19.643596341805473,15.38891614626293,16.768273579873416,18.691010202211064,17.017002319391022,89.08546859849699,14.47112695673368
1875,16.748783344147665,13.33286095350685,16.632728375666936,14.27752993013858,15.394830829330552,16.98727526251959,14.081422326477197,86.61011089454088,14.04991982654479
1873,19.089946079519205,17.10501400118956,19.13787845088807,15.996624009421916,16.22223342965674,19.181862035492294,15.947377121991257,86.92472666337275,17.2395315164196
988,18.044250669483315,16.145439659890037,18.635845893730288,15.675831509586844,17.045309393764718,18.7316600025715,15.052313666260442,87.49718130982971,15.948040691370503
3377,19.522742727632394,13.981460403715584,19.341796835270678,15.652987819780563,15.548995633555116,19.777659036789895,14.775101752255432,85.11723699901115,14.537625656394894
2019,18.943408538335863,14.635122373898405,18.936764119605215,14.78606003763948,16.352745907095027,18.01045071073299,14.940156974117837,82.01207069665027,14.263371536740829
124,18.371101297180804,16.796163200333744,19.039546998262946,16.785656579783396,16.346478726821893,18.821614763339753,18.076152677977912,76.59632218640458,15.96264008264763
984,18.88824564447886,15.56370394382853,18.95985411144682,15.821331064988858,18.215482446993857,19.702210039699697,15.617800244407203,76.39977145867849,15.941472984410945
3964,19.073212438241484,13.653615399003892,18.871715574590258,14.111741540876688,15.984735599758116,19.038005285883948,13.847740369126456,84.52914301410713,13.343843616125842
3199,22.327968835021185,14.997349900404837,22.471939269451507,17.41181684688825,15.29980200665714,19.09117875159635,18.19043532708435,84.96749527311978,15.218345245189235
776,20.396162627532092,14.00225010755598,19.873706917503245,16.877558844808718,15.162339909121227,17.93204414153003,17.53838805741165,90.71606028345622,15.22692338544405
1993,20.96295067400759,16.751204399328042,20.85003209178048,17.70284375392348,17.354247177806727,19.797734133558983,17.17745407793387,89.6615943036804,16.57707243839389
270,19.473557408009246,12.867136917429274,19.1728253807233,15.037428856016016,14.782818047569428,17.000081058653837,15.155422600729448,86.72686830838559,13.655420493921936
638,19.57661977808391,14.815378012537158,19.64516905277467,16.20584669417934,15.666783233290824,18.392354438294095,16.02462682921913,82.52310509769602,14.416904000971162
2649,18.335325922843975,14.482894908990684,19.012177206188667,15.003409659262047,16.273084268832385,18.75775143761802,14.674252513128405,83.92224975688053,14.764782404884079
3213,16.135985504626305,14.830103552702795,16.403283499008072,15.635075450233781,15.28595678548977,18.108254866629313,16.190459029285595,87.37494560355027,14.814185922860203
903,18.66484517534827,15.059691451352679,18.695003382169133,16.230567858492485,16.737738114618843,18.469194051125093,16.057155161557095,80.56520003006378,15.208641716092657
4210,18.711323817809532,15.109836260178257,18.446145686433624,16.306373528129377,16.381288475700284,17.907197879741997,17.643677083454296,96.93466435919446,14.367567305832402
2235,17.53940904352749,14.50765952366392,17.917505631592984,15.046852216016564,14.99941629116995,18.47545786677594,14.900624326303221,77.90951227177304,15.231323942361723
